#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Absiella argi	Bacteria	Terrabacteria group	Firmicutes	pABar1	NZ_AP019696.1	AP019696	4.73	34.4397	6	-	-	-	6	-
Acidithiobacillus caldus ATCC 51756	Bacteria	Proteobacteria	Acidithiobacillia	pACA1.1	NZ_CP005988.1	CP005988	27.536	59.3659	26	-	-	-	30	4
Acidithiobacillus caldus ATCC 51756	Bacteria	Proteobacteria	Acidithiobacillia	pACA1.2	NZ_CP005989.1	CP005989	9.82	50.3055	10	-	-	-	11	1
Acidithiobacillus caldus SM-1	Bacteria	Proteobacteria	Acidithiobacillia	megaplasmid	NC_015851.1	CP002574	251.782	57.2042	223	-	-	-	260	37
Acidithiobacillus caldus SM-1	Bacteria	Proteobacteria	Acidithiobacillia	pLAtc1	NC_015852.1	CP002575	9.778	59.8384	9	-	-	-	11	2
Acidithiobacillus caldus SM-1	Bacteria	Proteobacteria	Acidithiobacillia	pLAtc2	NC_015853.1	CP002576	14.11	57.7108	14	-	-	-	15	1
Acidithiobacillus caldus SM-1	Bacteria	Proteobacteria	Acidithiobacillia	pLAtc3	NC_015854.1	CP002577	29.704	58.8305	29	-	-	-	33	4
Acidithiobacillus ferrivorans	Bacteria	Proteobacteria	Acidithiobacillia	AFERRIp	NZ_LT841306.1	LT841306	46.453	57.3031	44	-	-	-	53	9
Acidithiobacillus ferrivorans	Bacteria	Proteobacteria	Acidithiobacillia	pAfPQ33_1	NZ_CP021414.1	CP021414	10.218	60.3053	9	-	-	-	10	1
Acidithiobacillus ferrivorans	Bacteria	Proteobacteria	Acidithiobacillia	pAfPQ33_2	NZ_CP021415.1	CP021415	12.094	56.9539	13	-	-	-	15	2
Acidithiobacillus ferrooxidans	Bacteria	Proteobacteria	Acidithiobacillia	pTF4.1	NC_001520.1	X96982	4.104	62.2076	2	-	-	-	2	-
Acidithiobacillus ferrooxidans	Bacteria	Proteobacteria	Acidithiobacillia	pTF5	NC_005023.1	U73041	19.792	56.1287	13	-	-	-	15	2
Acidovorax avenae	Bacteria	Proteobacteria	Betaproteobacteria	pAAA83	NC_024998.1	AB852526	59.534	64.4993	64	-	-	-	64	-
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP4.1	NZ_CP021367.1	CP021367	269.15	58.373	273	-	2	-	279	4
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP4.2	NZ_CP021368.1	CP021368	163.888	64.1115	128	-	-	-	144	16
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP4.3	NZ_CP021369.1	CP021369	114.839	57.4901	119	-	-	-	121	2
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP4.4	NZ_CP021370.1	CP021370	79.638	61.9729	96	-	-	-	99	3
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACNA2.1	NZ_CP021360.1	CP021360	71.051	61.2546	62	-	-	-	64	2
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP3.1	NZ_CP021363.1	CP021363	258.084	58.3674	256	-	2	-	264	6
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP3.2	NZ_CP021364.1	CP021364	156.922	63.8158	122	-	-	-	139	17
Acidovorax carolinensis	Bacteria	Proteobacteria	Betaproteobacteria	pACP3.3	NZ_CP021365.1	CP021365	72.779	61.8022	88	-	-	-	90	2
Acidovorax citrulli	Bacteria	Proteobacteria	Betaproteobacteria	pACM6	NZ_CP029374.1	CP029374	53.08	61.1737	54	-	-	-	55	1
Acidovorax sp. JS42	Bacteria	Proteobacteria	Betaproteobacteria	pAOVO01	NC_008765.1	CP000540	72.689	62.2061	87	-	-	-	91	4
Acidovorax sp. JS42	Bacteria	Proteobacteria	Betaproteobacteria	pAOVO02	NC_008766.1	CP000541	63.609	64.5836	65	-	-	-	73	8
Acidovorax sp. T1	Bacteria	Proteobacteria	Betaproteobacteria	p1-T1	NZ_CP021649.1	CP021649	183.061	61.1862	153	-	-	-	165	12
Acidovorax sp. T1	Bacteria	Proteobacteria	Betaproteobacteria	p2-T1	NZ_CP021650.1	CP021650	79.174	65.7817	81	-	-	-	85	4
Acidovorax sp. T1	Bacteria	Proteobacteria	Betaproteobacteria	p3-T1	NZ_CP021651.1	CP021651	56.357	63.0942	55	-	-	-	64	9
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p6200-114.848kb	NZ_CP010398.1	CP010398	114.848	41.6934	118	-	1	-	124	5
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p6200-47.274kb	NZ_CP010399.1	CP010399	47.274	40.8258	52	-	-	-	52	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p6200-9.327kb	NZ_CP010400.1	CP010400	9.327	34.2447	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	II	NZ_HG977523.1	HG977523	63.72	33.4181	68	-	-	-	88	20
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	III	NZ_HG977524.1	HG977524	64.165	33.3671	52	-	-	-	88	36
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	IV	NZ_HG977525.1	HG977525	8.174	34.5363	8	-	-	-	9	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	II	NZ_HG977527.1	HG977527	63.795	33.4148	71	-	-	-	89	18
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	III	NZ_HG977528.1	HG977528	64.479	33.476	50	-	-	-	83	33
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	IV	NZ_HG977529.1	HG977529	8.047	34.4103	7	-	-	-	8	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pIOMTU433	NZ_AP014650.1	AP014650	189.354	39.5286	191	-	-	-	204	13
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA1-1	NZ_CP010782.1	CP010782	8.731	34.3718	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1AB5075	NZ_CP008707.1	CP008707	83.61	36.9717	102	-	-	-	107	5
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2AB5075	NZ_CP008708.1	CP008708	8.731	34.3718	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3AB5075	NZ_CP008709.1	CP008709	1.967	39.1459	2	-	-	-	2	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB386	NZ_CP010780.1	CP010780	112.157	41.5498	113	-	1	-	119	5
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB04-1	NZ_CP012007.1	CP012007	169.023	39.5544	175	-	-	-	191	16
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB04-2	NZ_CP012008.1	CP012008	87.569	34.0223	107	-	-	-	108	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB3	NZ_CP012005.1	CP012005	148.955	37.4784	148	-	-	-	153	5
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pD36-1	NZ_CP012953.1	CP012953	4.754	39.167	3	-	-	-	4	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pRAY* (pD36-2)	NZ_CP012954.1	CP012954	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pD36-3	NZ_CP012955.1	CP012955	9.276	35.608	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pD36-4	NZ_CP012956.1	CP012956	47.457	41.427	51	-	-	-	65	14
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	II	NZ_LN865144.1	LN865144	7.742	37.5614	12	-	-	-	12	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pKBN10P02143	NZ_CP013925.1	CP013925	52.517	36.4206	63	-	-	-	63	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	II	NZ_LN997847.1	LN997847	7.742	37.5614	12	-	-	-	12	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP014216.1	CP014216	74.241	33.5165	99	-	-	-	102	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP014217.1	CP014217	5.465	35.0412	5	-	-	-	9	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed 1	NZ_CM003741.1	CM003741	5.557	34.8749	5	-	-	-	5	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed 2	NZ_CM003742.1	CM003742	4.437	33.3559	5	-	-	-	5	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAba3207a	NZ_CP015365.1	CP015365	13.478	34.0184	14	-	-	-	16	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAba3207b	NZ_CP015366.1	CP015366	80.546	34.1817	93	-	-	-	93	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB0057	NZ_CM003909.1	CM003909	8.781	34.3697	9	-	-	-	10	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pORAB01-1	NZ_CP015484.1	CP015484	110.965	41.6131	114	-	1	-	118	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pORAB01-2	NZ_CP015485.1	CP015485	24.022	36.7122	22	-	-	-	26	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pORAB01-3	NZ_CP015486.1	CP015486	15.198	36.1627	14	-	-	-	14	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	2	NZ_LT594096.1	LT594096	8.015	35.3213	9	-	-	-	10	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1M3AC14-8	NZ_CM004453.1	CM004453	5.441	34.6444	7	-	-	-	7	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2M3AC14-8	NZ_CM004454.1	CM004454	18.043	35.227	20	-	-	-	21	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pMAC	NC_006877.1	AY541809	9.54	34.6751	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pABIR	NC_010481.1	EU294228	29.823	36.7971	26	-	-	-	29	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pABVA01	NC_012813.1	FM210331	8.963	34.4639	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pMMA2	NC_013277.1	GQ377752	10.679	34.8066	9	-	-	-	9	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pMMCU2	NC_013506.1	GQ476987	10.27	36.1928	7	-	-	-	7	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pTS236	NC_016977.1	JN872565	2.252	41.4298	3	-	-	-	3	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pMMCU3	NC_019199.1	GQ904227	8.964	34.4935	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pMMD	NC_019280.1	GQ904226	9.964	34.7049	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pRAY*-v1	NC_019311.1	JF343536	6.078	39.1741	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pRAY*-v2	NC_019345.1	JX076770	8.433	39.1083	7	-	-	-	9	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB120	NC_019359.1	JX069966	10.879	34.4609	13	-	-	-	13	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-AB	NC_020818.1	KC503911	47.098	38.042	43	-	-	-	43	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB-NCGM253	NC_021489.1	AB823544	8.97	34.437	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	ABIBUN107mP1	NC_022565.1	-	8.731	34.3718	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pRAY*	NC_025068.1	-	6.078	39.2563	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAb-G7-2	NC_025104.1	KF669606	70.1	33.4836	68	-	-	-	68	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-3	NC_025109.1	KJ493819	86.335	33.8982	87	-	-	-	87	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAB-G7-1	NC_025110.1	KJ586856	8.731	34.3832	9	-	-	-	9	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pD72-2	NC_025111.1	KM051846	70.102	33.4798	68	-	-	-	68	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	AbATCC329	NC_025168.1	KJ534569	8.842	34.5397	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017643.1	CP017643	70.875	33.4984	84	-	-	-	90	6
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017645.1	CP017645	81.227	33.6588	98	-	-	-	100	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017647.1	CP017647	73.891	33.7159	92	-	-	-	96	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017649.1	CP017649	121.485	34.5384	124	-	-	-	146	22
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017651.1	CP017651	70.884	33.4871	90	-	-	-	95	5
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017653.1	CP017653	70.884	33.4871	90	-	-	-	95	5
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017655.1	CP017655	72.073	33.3939	94	-	-	-	94	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP017657.1	CP017657	101.406	34.6035	109	-	-	-	120	11
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP018144.1	CP018144	77.513	34.0536	86	-	-	-	93	7
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAF-673	NZ_CP018257.1	CP018257	110.964	41.6126	115	-	1	-	117	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAF-401	NZ_CP018255.1	CP018255	17.583	36.177	17	-	-	-	17	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pBJ83	NZ_CP018422.1	CP018422	69.069	33.7851	66	-	-	-	79	13
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAC29a	NZ_CP008850.1	CP008850	8.737	34.3825	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAC29b	NZ_CP008851.1	CP008851	74.749	34.3456	91	-	-	-	95	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pALAC4-1	NZ_CP018678.1	CP018678	8.006	31.9885	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pALAC4-2	NZ_CP018679.1	CP018679	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb1-AB4	NZ_CP016296.1	CP016296	110.968	41.6165	115	-	1	-	119	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb2-AB4	NZ_CP016297.1	CP016297	74.09	33.6645	92	-	-	-	94	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb1-AB59	NZ_CP016299.1	CP016299	110.967	41.6142	116	-	1	-	119	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb1-AB66	NZ_CP016301.1	CP016301	110.967	41.6133	116	-	1	-	119	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCMCVTAb2-AB66	NZ_CP016302.1	CP016302	73.188	33.6695	88	-	-	-	94	6
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	-	CP014292.1	84.967	33.307	96	-	-	-	112	16
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	-	CP014293.1	15.645	34.356	13	-	-	-	15	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pCBA7_1	NZ_CP020585.1	CP020585	111.999	41.6129	116	-	1	-	119	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p15A34_1	NZ_CP020589.1	CP020589	72.076	33.3925	93	-	-	-	93	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p15A5_1	NZ_CP020573.1	CP020573	74.241	33.5152	96	-	-	-	97	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p15A5_2	NZ_CP020575.1	CP020575	8.718	34.423	6	-	-	-	8	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pUSA2_1	NZ_CP020593.1	CP020593	74.241	33.5165	96	-	-	-	97	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pHWBA8_1	NZ_CP020596.1	CP020596	195.838	40.2578	181	-	-	-	205	24
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pUSA15_1	NZ_CP020594.1	CP020594	98.301	34.2438	112	-	-	-	115	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pSSA12_2	NZ_CP020576.1	CP020576	8.73	34.3643	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pSSA12_1	NZ_CP020577.1	CP020577	73.264	33.4271	94	-	-	-	94	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pSSMA17_1	NZ_CP020580.1	CP020580	90.973	34.4201	101	-	-	-	104	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP015122.1	CP015122	9.539	34.6787	13	-	-	-	14	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pB8300	NZ_CP021348.1	CP021348	25.15	35.336	30	-	-	-	30	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pB11911	NZ_CP021344.1	CP021344	216.78	39.5581	215	-	-	-	237	22
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-1	NZ_CP021783.1	CP021783	2.726	37.7476	3	-	-	-	3	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-1a	NZ_CP021784.1	CP021784	2.343	38.7537	2	-	-	-	2	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-1b	NZ_CP021785.1	CP021785	4.484	39.8528	5	-	-	-	5	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-2	NZ_CP021786.1	CP021786	8.731	34.3718	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA85-3	NZ_CP021787.1	CP021787	86.334	33.8986	105	-	-	-	106	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAba11510a	NZ_CP018862.2	CP018862	5.381	37.1306	7	-	-	-	8	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA1296_1	NZ_CP018333.1	CP018333	112.773	42.1936	104	-	1	-	112	7
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA1296_2	NZ_CP018334.1	CP018334	11.586	36.8548	14	-	-	-	14	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAC0021R4	NZ_CM008330.1	CM008330	111.165	41.6156	118	-	1	-	122	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pA388	NZ_CP024419.1	CP024419	33.036	37.7437	30	-	-	-	42	12
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbPK1a	NZ_CP024577.1	CP024577	15.113	35.6911	14	-	-	-	15	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbPK1b	NZ_CP024578.1	CP024578	79.335	33.7997	93	-	-	-	96	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAYP-A2	NZ_CP024125.1	CP024125	110.967	41.616	115	-	1	-	118	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pSMC_AB_BL01_1	NZ_CP025267.1	CP025267	74.241	33.5165	95	-	-	-	96	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ5	-	CM009042.1	8.808	34.5595	8	-	-	-	11	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2ZQ5	-	CM009043.1	12.021	43.4406	9	-	-	-	12	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3ZQ5	-	CM009044.1	5.839	35.9993	9	-	-	-	9	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pABA-6973	NZ_CP026126.1	CP026126	11.305	33.4188	16	-	-	-	18	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-0285	NZ_CP026127.1	CP026127	39.359	37.0767	44	-	-	-	44	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pABA-1fe1	NZ_CP026128.1	CP026128	110.754	41.6662	105	-	1	-	110	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pABA-2f10	NZ_CP026129.1	CP026129	130.044	38.57	105	-	-	-	133	28
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000058_pilon	NZ_CP026705.1	CP026705	113.706	42.7911	127	-	-	-	129	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000059_pilon	NZ_CP026706.1	CP026706	72.105	33.6218	89	-	-	-	91	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000534_pilon	NZ_CP026708.1	CP026708	8.731	34.3718	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_2_pilon	NZ_CP026712.1	CP026712	72.99	33.6347	90	-	-	-	92	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbS1_01	NZ_CP026944.1	CP026944	108.394	42.6177	120	-	-	-	122	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbS1_02	NZ_CP026945.1	CP026945	111.068	41.615	114	-	1	-	118	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbS1_03	NZ_CP026946.1	CP026946	72.204	33.6477	88	-	-	-	91	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP027529.1	CP027529	8.731	34.3718	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027531.1	CP027531	146.698	37.8628	132	-	-	-	148	16
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027532.1	CP027532	41.087	38.3163	46	-	-	-	46	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pABI43	NZ_CP027483.1	CP027483	114.918	41.6941	119	-	1	-	129	9
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027608.1	CP027608	106.967	42.6449	119	-	-	-	119	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027609.1	CP027609	8.731	34.3718	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP027610.1	CP027610	16.095	35.3215	18	-	-	-	18	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ1	NZ_CM008887.2	CM008887	18.253	47.0334	17	-	-	-	22	5
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ4	NZ_CM009045.2	CM009045	8.331	33.9335	10	-	-	-	14	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2ZQ4	NZ_CM009046.2	CM009046	13.311	35.9928	14	-	-	-	14	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ7	NZ_CM009036.2	CM009036	11.191	34.7869	13	-	-	-	13	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ6	NZ_CM009038.2	CM009038	8.905	34.5424	14	-	-	-	15	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2ZQ6	NZ_CM009039.2	CM009039	6.772	36.1636	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3ZQ6	NZ_CM009040.2	CM009040	6.032	36.3727	9	-	-	-	9	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4ZQ6	NZ_CM009041.2	CM009041	2.725	37.7982	4	-	-	-	4	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p5ZQ6	NZ_CM009653.1	CM009653	16.476	35.5669	18	-	-	-	20	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ9	NZ_CM009083.2	CM009083	35.194	35.7845	32	-	-	-	36	4
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2ZQ9	NZ_CM009084.2	CM009084	67.023	33.3766	90	-	-	-	92	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3ZQ9	NZ_CM009085.2	CM009085	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4ZQ9	NZ_CM009652.1	CM009652	11.685	32.4775	16	-	-	-	18	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1ZQ8	NZ_CM009033.2	CM009033	12.636	37.1399	13	-	-	-	15	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2ZQ8	NZ_CM009034.2	CM009034	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3ZQ8	NZ_CM009035.2	CM009035	11.034	35.7169	11	-	-	-	12	1
